"veiculo","ano","marca","categoria","sexo_condutor","idade_condutor","estado","valor_sinistro"
"Jeep Renegade",2000,"Ford","Sedan","Feminino",30,"BA",130512.920211116
"Civic",2006,"Honda","SUV","Masculino",65,"PR",39234.4670540653
"Fox",2006,"Ford","Perua","Masculino",56,"PB",12117.4739257665
"HB20",2016,"Toyota","Hatch","Feminino",20,"SP",282643.836753513
"Prisma",2017,"Honda","Picape","Masculino",40,"AP",4784.74317274522
"Civic",2000,"Toyota","Crossover","Feminino",48,"PB",88585.8670159243
"Civic",2004,"Toyota","Hatch","Feminino",43,"MG",53786.3023839425
"Prisma",2010,"Jeep","SUV","Masculino",64,"PE",31941.8787769508
"Prisma",2014,"Jeep","Hatch","Feminino",63,"SE",40775.8568516234
"Fox",2012,"Jeep","Sedan","Feminino",24,"PE",177864.69067249
"Ka",2002,"Volkswagen","Perua","Masculino",28,"PR",170629.78540021
"Gol",2015,"Ford","Esportivo","Masculino",21,"ES",262988.492203387
"Corolla",2004,"Ford","Hatch","Feminino",21,"PI",102603.764746757
"Creta",2005,"Chevrolet","Esportivo","Masculino",57,"SC",49678.4624585882
"Ka",2004,"Toyota","Perua","Masculino",65,"RR",1790.93454037793
"Fox",2012,"Jeep","Sedan","Feminino",25,"MT",234430.051056901
"HB20",2004,"Toyota","Sedan","Masculino",27,"TO",63975.1410474768
"Corolla",2001,"Toyota","Crossover","Feminino",47,"TO",62771.8327233568
"Jeep Renegade",2012,"Chevrolet","Hatch","Masculino",65,"DF",3277.52991949674
"Ka",2018,"Jeep","Esportivo","Masculino",40,"SE",120824.519364536
"Creta",2021,"Ford","Minivan","Masculino",22,"RN",78244.3757263245
"Prisma",2012,"Ford","Hatch","Masculino",39,"PB",181671.452744352
"Civic",2009,"Chevrolet","Crossover","Feminino",50,"RO",71579.1010998888
"HB20",2011,"Jeep","Esportivo","Feminino",22,"AC",289708.292785264
"Jeep Renegade",2012,"Chevrolet","SUV","Feminino",57,"MS",24753.4205456963
"Creta",2002,"Hyundai","Picape","Feminino",32,"AM",178434.297976643
"Onix",2000,"Jeep","Sedan","Masculino",64,"PR",40278.6108950386
"Civic",2017,"Ford","Picape","Masculino",33,"SP",154042.356473138
"Fox",2021,"Toyota","Minivan","Masculino",45,"AC",93158.7530388497
"Prisma",2019,"Chevrolet","Picape","Masculino",35,"MT",48175.618126546
"Fox",2015,"Chevrolet","Furgão","Masculino",43,"ES",73821.2309656898
"Onix",2017,"Ford","Crossover","Feminino",57,"GO",46189.9665934267
"Onix",2016,"Toyota","Furgão","Masculino",33,"RR",101989.294525376
"Corolla",2016,"Ford","Hatch","Masculino",64,"MG",8731.73976652324
"Corolla",2019,"Ford","Esportivo","Masculino",60,"DF",32461.3775775069
"Ka",2012,"Hyundai","Crossover","Feminino",52,"RO",40050.8168419823
"Civic",2023,"Hyundai","Picape","Feminino",56,"ES",2339.68895087019
"Creta",2011,"Honda","Crossover","Masculino",45,"RS",45032.6281911228
"HB20",2000,"Honda","Perua","Feminino",62,"SP",7006.02596136741
"Creta",2021,"Chevrolet","Hatch","Masculino",50,"MT",8162.62647882104
"Corolla",2005,"Chevrolet","Minivan","Feminino",41,"PA",9194.8938068701
"Jeep Renegade",2004,"Volkswagen","Furgão","Masculino",45,"AM",36304.2239971925
"Ka",2001,"Chevrolet","Esportivo","Feminino",18,"DF",283633.401075262
"Gol",2015,"Toyota","Picape","Feminino",36,"SP",122473.687394639
"Creta",2004,"Volkswagen","Hatch","Masculino",43,"AC",17987.4627630925
"Fox",2009,"Chevrolet","Sedan","Feminino",62,"PR",46608.8068298763
"Corolla",2011,"Chevrolet","Crossover","Feminino",51,"ES",33202.4246383691
"Prisma",2012,"Hyundai","Esportivo","Masculino",57,"CE",22981.9056374021
"Fox",2024,"Jeep","Furgão","Masculino",61,"PA",30532.6557435328
"Gol",2014,"Jeep","Hatch","Masculino",62,"RR",646.801615017466
"HB20",2000,"Ford","Crossover","Masculino",38,"AC",91654.4263327494
"Prisma",2004,"Volkswagen","Perua","Masculino",57,"RO",49805.0960026449
"Gol",2024,"Ford","Furgão","Masculino",37,"CE",95339.9402603973
"Ka",2022,"Hyundai","Minivan","Feminino",21,"TO",98258.1504592672
"Prisma",2017,"Honda","Hatch","Masculino",38,"BA",80812.5637309626
"Onix",2002,"Chevrolet","Hatch","Feminino",25,"PB",291659.815254947
"Creta",2011,"Volkswagen","Minivan","Feminino",59,"MS",38134.5341737848
"HB20",2020,"Honda","Perua","Masculino",64,"RJ",35089.1353962477
"Jeep Renegade",2005,"Chevrolet","Perua","Feminino",35,"PR",107572.616546857
"HB20",2012,"Volkswagen","Hatch","Masculino",56,"DF",39583.1139590824
"Gol",2000,"Chevrolet","Sedan","Masculino",25,"TO",254599.024401116
"Creta",2021,"Ford","SUV","Masculino",52,"RN",37131.5996417077
"Fox",2000,"Chevrolet","Esportivo","Masculino",39,"RO",59436.1193733988
"Prisma",2022,"Honda","Furgão","Feminino",21,"RN",170084.635327407
"Ka",2001,"Ford","Hatch","Feminino",29,"RN",128150.086923898
"Creta",2006,"Honda","Sedan","Feminino",60,"RR",8293.01199596375
"HB20",2016,"Jeep","SUV","Feminino",57,"RR",2186.16591675673
"Onix",2016,"Jeep","Furgão","Feminino",39,"SC",113139.6361358
"Corolla",2004,"Honda","Perua","Feminino",24,"AM",38525.2981313271
"Prisma",2012,"Chevrolet","Hatch","Feminino",44,"AL",8775.96892854199
"Fox",2001,"Volkswagen","Perua","Masculino",52,"RR",14982.726732851
"Jeep Renegade",2008,"Honda","Esportivo","Masculino",44,"BA",77925.6207999773
"Creta",2006,"Volkswagen","Minivan","Masculino",22,"RS",182554.776901519
"Fox",2019,"Toyota","Picape","Feminino",45,"MS",28066.0195588367
"Gol",2016,"Hyundai","Esportivo","Feminino",26,"SE",52054.5266334666
"Fox",2014,"Ford","Perua","Masculino",62,"MG",38065.4486111365
"Corolla",2007,"Toyota","Sedan","Feminino",62,"MA",17135.6248026248
"HB20",2017,"Hyundai","Minivan","Feminino",56,"PR",25658.9454372413
"Onix",2023,"Ford","SUV","Masculino",41,"GO",37458.3840573905
"HB20",2014,"Toyota","SUV","Masculino",30,"SP",60264.8468346568
"Gol",2010,"Jeep","Picape","Masculino",33,"AP",104494.855256565
"Onix",2007,"Hyundai","Crossover","Feminino",42,"MA",94992.8186772391
"Onix",2008,"Hyundai","Sedan","Masculino",52,"AM",29334.8589415895
"Corolla",2009,"Toyota","SUV","Masculino",54,"PR",46739.3338518217
"Jeep Renegade",2019,"Hyundai","Hatch","Feminino",35,"PR",40393.8922608038
"Prisma",2022,"Toyota","Hatch","Masculino",46,"PR",43044.661628874
"Civic",2015,"Toyota","Esportivo","Feminino",61,"TO",14916.8063495075
"Creta",2005,"Chevrolet","Hatch","Feminino",54,"PR",40045.7054907456
"Corolla",2016,"Ford","Esportivo","Masculino",32,"PR",166916.376587609
"HB20",2000,"Ford","Picape","Masculino",45,"PI",51728.6080588121
"Fox",2002,"Jeep","Esportivo","Feminino",39,"RS",108447.958109225
"Fox",2016,"Toyota","Minivan","Feminino",57,"PB",29927.3737657815
"Corolla",2021,"Hyundai","Crossover","Masculino",57,"RO",40098.6176823732
"Gol",2005,"Chevrolet","Hatch","Masculino",22,"PR",230764.475063724
"Onix",2023,"Chevrolet","SUV","Feminino",53,"DF",31350.2270035911
"Ka",2013,"Toyota","Hatch","Masculino",51,"RO",48237.9097299185
"Corolla",2001,"Hyundai","Esportivo","Masculino",48,"PI",79307.9274653457
"Corolla",2008,"Chevrolet","Crossover","Feminino",35,"PR",165077.893143333
"Creta",2012,"Jeep","Sedan","Masculino",37,"PI",97222.8233739734
"Ka",2014,"Chevrolet","Picape","Masculino",28,"GO",34019.8746423936
"Gol",2008,"Honda","SUV","Feminino",50,"AC",1280.99820318166
"Jeep Renegade",2013,"Ford","Perua","Masculino",56,"MT",7792.51130681951
"Civic",2008,"Hyundai","Minivan","Masculino",40,"RO",73725.0904606655
"Civic",2003,"Volkswagen","Hatch","Masculino",35,"CE",139751.544319186
"Creta",2019,"Toyota","SUV","Feminino",35,"AC",177638.091454678
"Jeep Renegade",2003,"Hyundai","Crossover","Feminino",62,"MS",41012.554956018
"Prisma",2010,"Toyota","Perua","Feminino",45,"SP",7140.47916084528
"Corolla",2023,"Jeep","Crossover","Feminino",41,"PI",3119.18934059795
"Prisma",2008,"Jeep","Perua","Feminino",35,"PI",59497.3769662902
"HB20",2000,"Ford","Minivan","Feminino",57,"PR",38888.1266516168
"Creta",2024,"Chevrolet","Perua","Feminino",56,"MA",49400.1407211879
"Gol",2000,"Ford","Picape","Feminino",20,"RO",255048.440358904
"Fox",2015,"Toyota","Esportivo","Masculino",39,"SC",120131.675001909
"Jeep Renegade",2021,"Ford","Minivan","Feminino",39,"ES",192455.555668357
"Jeep Renegade",2000,"Honda","Hatch","Masculino",48,"PI",16118.6974999728
"Gol",2003,"Hyundai","SUV","Feminino",37,"RO",61732.5265412917
"Creta",2001,"Volkswagen","Crossover","Masculino",27,"CE",144110.627483786
"Ka",2019,"Honda","Furgão","Masculino",33,"AC",191739.206599491
"Fox",2006,"Hyundai","Hatch","Feminino",22,"TO",128358.763253759
"Jeep Renegade",2018,"Jeep","Furgão","Feminino",25,"MG",235322.841895558
"Fox",2020,"Honda","Furgão","Masculino",32,"RJ",80504.2810761137
"Civic",2023,"Honda","SUV","Masculino",38,"ES",128419.827510742
"Corolla",2006,"Ford","Furgão","Masculino",44,"RO",12558.7600478204
"Gol",2009,"Toyota","Crossover","Masculino",52,"PR",37193.2485581376
"Fox",2006,"Volkswagen","Hatch","Masculino",31,"BA",187520.599110541
"Onix",2002,"Hyundai","Picape","Feminino",62,"AM",39466.3517317735
"Corolla",2004,"Hyundai","Esportivo","Masculino",64,"RR",39172.8312252089
"Jeep Renegade",2016,"Toyota","Crossover","Masculino",19,"DF",243215.578250983
"Corolla",2018,"Hyundai","Furgão","Feminino",55,"BA",35368.0345259141
"Civic",2006,"Volkswagen","Perua","Masculino",18,"PA",264837.972500618
"Corolla",2018,"Ford","Perua","Feminino",37,"BA",177161.408388615
"Civic",2004,"Toyota","Furgão","Masculino",58,"CE",20262.4943382572
"Civic",2012,"Toyota","Minivan","Feminino",45,"PA",45836.8444131687
"Prisma",2000,"Toyota","Sedan","Feminino",26,"RN",101506.123089488
"Gol",2001,"Chevrolet","Perua","Masculino",20,"ES",147876.394709945
"HB20",2000,"Jeep","Minivan","Feminino",53,"RJ",42936.1356301
"Corolla",2001,"Jeep","Sedan","Feminino",63,"SP",43219.064436364
"Onix",2020,"Chevrolet","Picape","Masculino",52,"PR",6072.51510494389
"Gol",2014,"Hyundai","Hatch","Masculino",37,"RS",121237.827211153
"Civic",2023,"Jeep","Picape","Masculino",27,"RO",39071.9074836932
"Creta",2024,"Toyota","Minivan","Feminino",52,"AP",46732.1319140494
"Creta",2019,"Toyota","Hatch","Feminino",62,"RO",32867.1419394668
"Prisma",2013,"Ford","Minivan","Feminino",20,"ES",79515.1453612139
"Creta",2005,"Honda","Perua","Feminino",38,"PA",101594.065641146
"Prisma",2022,"Hyundai","Hatch","Masculino",40,"PR",181970.818110229
"Civic",2018,"Volkswagen","Hatch","Feminino",30,"MT",51337.6578291878
"Prisma",2021,"Chevrolet","Furgão","Feminino",50,"MA",86607.1343921125
"Jeep Renegade",2000,"Hyundai","Crossover","Feminino",35,"PE",197977.421511337
"Civic",2021,"Volkswagen","SUV","Masculino",20,"PI",61796.2068419438
"Corolla",2004,"Honda","Picape","Masculino",53,"MA",46125.3995646955
"Creta",2001,"Toyota","SUV","Feminino",28,"AP",96310.9330856008
"Civic",2002,"Toyota","Crossover","Masculino",33,"SP",161412.437617686
"HB20",2002,"Toyota","Crossover","Masculino",37,"MT",87869.0018505789
"Gol",2003,"Jeep","Furgão","Masculino",61,"RS",33522.1868521767
"Creta",2002,"Volkswagen","Perua","Masculino",46,"GO",77415.7337773358
"HB20",2021,"Toyota","Hatch","Feminino",37,"PA",137819.465119601
"Creta",2003,"Ford","Sedan","Feminino",49,"SP",38257.9678037902
"Jeep Renegade",2013,"Jeep","SUV","Masculino",38,"RS",147465.047960822
"HB20",2006,"Jeep","SUV","Feminino",46,"TO",42274.1293605417
"Fox",2009,"Jeep","Crossover","Masculino",62,"MG",42446.6258180328
"Creta",2021,"Volkswagen","Perua","Masculino",41,"MG",38068.8980232691
"Prisma",2013,"Honda","Hatch","Masculino",57,"RN",43618.8474995317
"Jeep Renegade",2017,"Hyundai","Minivan","Feminino",41,"SC",90937.377110566
"Gol",2011,"Honda","Furgão","Masculino",35,"AP",107717.308365647
"Corolla",2010,"Jeep","Perua","Feminino",62,"AC",43122.94837113
"Ka",2021,"Volkswagen","Furgão","Feminino",55,"MG",22632.050498249
"HB20",2008,"Chevrolet","Furgão","Feminino",56,"MT",41758.9809054276
"Ka",2022,"Chevrolet","Crossover","Masculino",35,"PA",120651.955629955
"Ka",2018,"Honda","Sedan","Masculino",49,"SE",42909.9527181359
"Fox",2017,"Honda","Sedan","Masculino",47,"PR",51258.0509080784
"Civic",2013,"Chevrolet","Crossover","Masculino",22,"PR",287814.431778621
"Gol",2003,"Jeep","Picape","Feminino",59,"MT",41055.0934925675
"Prisma",2002,"Ford","Sedan","Masculino",43,"PR",42776.6874604626
"HB20",2023,"Volkswagen","Minivan","Feminino",55,"RS",24830.3139162948
"Ka",2019,"Ford","Minivan","Feminino",19,"PE",284640.208082227
"Onix",2005,"Chevrolet","Hatch","Masculino",56,"AC",37416.7233069427
"Gol",2020,"Honda","Minivan","Feminino",42,"PE",30175.3888919018
"Prisma",2014,"Chevrolet","Perua","Masculino",54,"MS",361.221377458423
"Prisma",2000,"Ford","Furgão","Feminino",60,"DF",16401.1642742902
"Jeep Renegade",2018,"Volkswagen","Esportivo","Masculino",45,"DF",33180.3616717225
"Jeep Renegade",2011,"Chevrolet","Furgão","Masculino",21,"PB",230893.141195946
"Ka",2020,"Ford","Furgão","Feminino",43,"PA",79592.4197166227
"Fox",2019,"Ford","Minivan","Feminino",36,"RR",67956.2773440033
"Prisma",2007,"Ford","Sedan","Feminino",40,"CE",43106.0340091353
"HB20",2007,"Honda","Minivan","Masculino",51,"DF",4135.87115793489
"HB20",2020,"Ford","Picape","Masculino",23,"RR",98509.1065663844
"Gol",2010,"Hyundai","SUV","Masculino",61,"CE",20864.3859980395
"Creta",2005,"Volkswagen","Hatch","Feminino",52,"PI",49462.9197860369
"Ka",2010,"Chevrolet","Crossover","Masculino",53,"MG",27148.3815141022
"Creta",2008,"Ford","Minivan","Feminino",21,"PR",295410.746667394
"Civic",2023,"Honda","Crossover","Feminino",57,"RS",29526.2535136426
"Civic",2002,"Toyota","Crossover","Feminino",48,"MA",94934.4735608436
"Corolla",2015,"Chevrolet","Picape","Feminino",22,"AM",274427.29954049
"Gol",2015,"Chevrolet","Sedan","Masculino",51,"MT",43727.2948245984
"Ka",2019,"Ford","Minivan","Masculino",62,"RJ",28127.0586279919
"Ka",2003,"Chevrolet","Hatch","Masculino",22,"RJ",24206.106379861
"Corolla",2011,"Toyota","Picape","Masculino",27,"RR",11725.2118063159
"Onix",2007,"Ford","Minivan","Feminino",61,"AP",41418.9262180356
"Fox",2008,"Honda","Furgão","Feminino",36,"CE",86551.735050953
"Onix",2024,"Ford","Picape","Masculino",57,"MA",21047.9236519197
"Prisma",2001,"Jeep","Picape","Feminino",22,"DF",215970.67812779
"Jeep Renegade",2015,"Hyundai","Picape","Masculino",62,"MG",4177.06512277946
"Creta",2022,"Toyota","Minivan","Masculino",26,"PI",103458.075589384
"Fox",2019,"Chevrolet","Perua","Feminino",34,"RN",189678.303180449
"Corolla",2018,"Hyundai","SUV","Feminino",31,"MT",73775.4026898649
"Gol",2018,"Honda","SUV","Feminino",23,"MA",42516.0648470744
"Corolla",2021,"Toyota","Picape","Masculino",55,"RS",29676.6766790301
"Ka",2016,"Volkswagen","Perua","Feminino",64,"SP",42457.8103240812
"Civic",2005,"Honda","Sedan","Masculino",29,"RN",191034.757788409
"Corolla",2023,"Chevrolet","Crossover","Masculino",26,"ES",51188.2097199792
"Jeep Renegade",2006,"Honda","SUV","Masculino",26,"PE",42707.326459256
"Prisma",2008,"Toyota","Furgão","Feminino",45,"ES",75019.0250689397
"Civic",2016,"Ford","SUV","Feminino",42,"RJ",71298.4699259046
"Civic",2013,"Honda","Hatch","Feminino",30,"PE",165464.472882636
"Prisma",2011,"Ford","Sedan","Feminino",30,"MS",22615.5570551986
"HB20",2004,"Honda","Crossover","Feminino",30,"SC",6448.15031648614
"Creta",2024,"Hyundai","SUV","Masculino",36,"MT",162561.722193635
"Prisma",2011,"Chevrolet","Picape","Masculino",31,"AP",179402.173179807
"Corolla",2020,"Chevrolet","Picape","Masculino",19,"AP",58600.5512574222
"Corolla",2003,"Jeep","Perua","Feminino",29,"RR",177743.548596883
"Ka",2002,"Hyundai","Esportivo","Feminino",48,"SE",45493.4958672849
"Ka",2000,"Jeep","Esportivo","Masculino",36,"PI",132527.646501083
"Corolla",2010,"Honda","SUV","Feminino",20,"CE",162020.054986677
"Fox",2008,"Chevrolet","SUV","Masculino",30,"SP",89591.847373778
"Prisma",2008,"Toyota","Crossover","Feminino",27,"SP",121182.862564223
"HB20",2001,"Ford","Perua","Masculino",21,"GO",190214.567896281
"Jeep Renegade",2009,"Jeep","Sedan","Feminino",57,"RS",29060.0225025322
"Creta",2019,"Hyundai","Perua","Feminino",43,"DF",77114.1156747937
"Ka",2007,"Jeep","Perua","Masculino",36,"MS",37668.3987803292
"Corolla",2018,"Toyota","SUV","Feminino",60,"MS",28289.6334838355
"Civic",2003,"Volkswagen","SUV","Masculino",59,"RO",21646.3792045834
"Jeep Renegade",2005,"Volkswagen","Minivan","Feminino",19,"SE",71758.3812446566
"HB20",2014,"Hyundai","Minivan","Masculino",21,"DF",175998.137602746
"Jeep Renegade",2007,"Hyundai","Perua","Feminino",50,"TO",46537.0025002165
"Corolla",2022,"Chevrolet","Perua","Masculino",45,"SP",82984.8491920857
"HB20",2017,"Ford","Picape","Feminino",39,"MG",11845.4698302085
"Onix",2007,"Toyota","Hatch","Feminino",26,"AL",186590.500972094
"Jeep Renegade",2010,"Toyota","Furgão","Masculino",48,"PA",22391.3582044886
"Corolla",2002,"Chevrolet","Crossover","Masculino",30,"AP",36458.722139732
"Jeep Renegade",2016,"Ford","Perua","Feminino",21,"AC",42749.9853740679
"Creta",2005,"Hyundai","Minivan","Feminino",18,"MA",258946.977413096
"Creta",2008,"Volkswagen","SUV","Masculino",27,"SE",130081.740403548
"Fox",2023,"Ford","Furgão","Masculino",31,"TO",179262.037205976
"Gol",2003,"Hyundai","Crossover","Masculino",33,"RO",129615.223702509
"Prisma",2019,"Toyota","Perua","Feminino",44,"AC",42333.3238949068
"Gol",2001,"Chevrolet","Picape","Masculino",19,"PR",31908.5417646216
"Ka",2002,"Toyota","Esportivo","Feminino",26,"DF",51885.323185008
"Jeep Renegade",2013,"Chevrolet","Sedan","Masculino",24,"AL",197407.230214379
"Jeep Renegade",2005,"Volkswagen","Minivan","Feminino",56,"RR",10241.1708437139
"Onix",2005,"Jeep","Crossover","Masculino",18,"SC",158638.509393157
"Creta",2020,"Ford","Furgão","Feminino",52,"PB",21039.8831721395
"Corolla",2014,"Ford","Minivan","Masculino",27,"RR",120385.680085351
"HB20",2017,"Chevrolet","SUV","Feminino",38,"DF",48787.2130304575
"Onix",2011,"Hyundai","Minivan","Feminino",51,"GO",42806.5405220725
"Fox",2010,"Honda","Hatch","Feminino",35,"AP",26942.5465348177
"HB20",2015,"Toyota","SUV","Masculino",60,"GO",17335.9412926948
"Civic",2006,"Ford","Esportivo","Feminino",50,"SE",5401.13560408354
"Creta",2011,"Volkswagen","Furgão","Masculino",37,"SE",47388.9979750151
"Civic",2002,"Toyota","Furgão","Feminino",64,"PE",23024.9728610041
"Fox",2005,"Hyundai","Sedan","Feminino",25,"RN",135357.130920002
"Corolla",2002,"Jeep","Crossover","Feminino",40,"BA",155181.576231937
"Civic",2022,"Jeep","Sedan","Masculino",29,"RR",176010.197425308
"Ka",2007,"Toyota","Esportivo","Masculino",59,"PR",30690.1279731886
"Creta",2011,"Hyundai","Esportivo","Masculino",60,"SP",2059.09114442766
"Civic",2011,"Chevrolet","Sedan","Masculino",23,"RN",42747.7408516919
"Onix",2008,"Volkswagen","Picape","Masculino",37,"RR",2457.94659450185
"Corolla",2007,"Jeep","Furgão","Masculino",56,"RO",33654.2927029775
"Civic",2015,"Toyota","Hatch","Feminino",62,"BA",31096.8930195784
"Corolla",2012,"Jeep","SUV","Masculino",61,"DF",25601.001727418
"Prisma",2000,"Jeep","Minivan","Masculino",44,"SC",2961.92830384243
"Creta",2006,"Jeep","Sedan","Masculino",30,"SP",110404.003816098
"Corolla",2001,"Ford","Furgão","Feminino",55,"PR",36962.7151521388
"Onix",2005,"Jeep","Perua","Masculino",25,"RR",215341.674422007
"Fox",2020,"Honda","Crossover","Masculino",26,"RR",151469.384319964
"Gol",2007,"Volkswagen","Perua","Feminino",41,"MA",92222.6401870837
"Jeep Renegade",2007,"Chevrolet","Minivan","Feminino",52,"MS",23348.3281286666
"Fox",2019,"Toyota","SUV","Feminino",36,"ES",139669.129338232
"Ka",2005,"Ford","Furgão","Masculino",43,"TO",19466.5331355762
"Jeep Renegade",2007,"Jeep","Minivan","Masculino",44,"MS",84052.6423728326
"Civic",2002,"Hyundai","Crossover","Feminino",36,"BA",177813.491090341
"Onix",2017,"Ford","Minivan","Masculino",29,"CE",52717.1253522392
"HB20",2016,"Honda","Picape","Feminino",63,"RJ",27690.9303202992
"HB20",2015,"Ford","Crossover","Masculino",39,"PB",70317.9285563063
"Onix",2000,"Ford","Furgão","Masculino",43,"PB",24633.373327367
"Jeep Renegade",2009,"Jeep","Sedan","Feminino",31,"AP",188614.675027085
"Corolla",2006,"Volkswagen","Picape","Masculino",41,"TO",76254.3158036424
"Corolla",2015,"Hyundai","Perua","Feminino",60,"DF",44776.3415645109
"Onix",2017,"Honda","SUV","Masculino",54,"DF",25123.226597067
"Fox",2018,"Toyota","Furgão","Feminino",26,"PI",108229.664539779
"Creta",2020,"Volkswagen","Picape","Feminino",35,"MT",62361.6790448083
"Gol",2003,"Honda","Perua","Feminino",49,"AL",84206.6148862476
"Creta",2010,"Chevrolet","Hatch","Masculino",39,"SE",72350.8990564384
"Corolla",2008,"Hyundai","Picape","Feminino",21,"GO",77747.4437336437
"Fox",2009,"Chevrolet","Minivan","Feminino",28,"RS",196393.610883574
"Jeep Renegade",2011,"Toyota","Minivan","Feminino",39,"MG",83773.050617124
"Gol",2002,"Hyundai","Crossover","Masculino",28,"RR",98412.6480095554
"Creta",2006,"Jeep","Furgão","Feminino",50,"DF",99363.252222538
"Creta",2019,"Volkswagen","Minivan","Masculino",55,"MS",42266.9244084973
